date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:39	78268/78268	---M--	200	added ('OK')	font/woff2	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.woff2	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:39	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900d41d.eot	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:39	747927/747927	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.svg	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:40	101648/101648	---M--	200	added ('OK')	font/woff	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.woff	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:41	29888/29888	---M--	200	added ('OK')	font/ttf	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon.ttf?9da6da3c6ae6f38ca4698081ef934ea0	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon8953.ttf	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/flaticon.css)
16:48:41	202744/202744	---M--	200	added ('OK')	font/ttf	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.ttf	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:42	19000/19000	---M--	200	added ('OK')	font/woff	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon.woff?9da6da3c6ae6f38ca4698081ef934ea0	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon8953.woff	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/flaticon.css)
16:48:42	15904/15904	---M--	200	added ('OK')	font/woff2	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon.woff2?9da6da3c6ae6f38ca4698081ef934ea0	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon8953.woff2	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/flaticon.css)
16:48:42	30066/30066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon.eot?9da6da3c6ae6f38ca4698081ef934ea0	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon8953.eot	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/flaticon.css)
16:48:43	21127/21127	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:19:38%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/service-bg4.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/service-bg4.jpg	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/style.css)
16:48:44	7634/7634	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:19:38%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/service-bg3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/service-bg3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:44	181804/181804	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon.svg?9da6da3c6ae6f38ca4698081ef934ea0	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/flaticon8953.svg	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/flaticon.css)
16:48:44	1081/1081	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon9.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon9.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:44	129504/129504	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:16:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/hero-bg3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/hero-bg3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:44	1186/1186	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon10.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon10.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:45	971/971	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon11.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon11.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:45	1071/1071	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon12.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon12.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:45	918991/918991	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.svg	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:45	26807/26807	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/about-big2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/about-big2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:46	22064/22064	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/about-sm2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/about-sm2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:46	1062/1062	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/counter-1.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/counter-1.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:46	933/933	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/counter-2.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/counter-2.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:47	1270/1270	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/counter-3.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/counter-3.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:47	13748/13748	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:21:04%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/choose-us-bg.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/choose-us-bg.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:48	37844/37844	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2005:56:08%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/choose-us1.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/choose-us1.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:48	38825/38825	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2005:57:56%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/choose-us2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/choose-us2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:48	29691/29691	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2006:00:58%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/choose-us3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/choose-us3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:49	14677/14677	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:21:04%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/case-study-bg.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/case-study-bg.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:49	26988/26988	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2007:26:52%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/case-4.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/case-4.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:49	27291/27291	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/case-5.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/case-5.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:49	30537/30537	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/case-6.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/case-6.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:49	1715/1715	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-1.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-1.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:50	1632/1632	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-2.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-2.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:50	1628/1628	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-3.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-3.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:50	1499/1499	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-4.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-4.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:51	1555/1555	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-5.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/brand/brand-5.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:51	19244/19244	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2007:39:20%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/team/team-1.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/team/team-1.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:52	22760/22760	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2007:46:56%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/team/team-2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/team/team-2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:52	12780/12780	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2007:47:40%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/team/team-3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/team/team-3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:52	14570/14570	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2007:48:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/team/team-4.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/team/team-4.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:53	25420/25420	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20May%202023%2006:07:57%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/blog/blog-1.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/blog/blog-1.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:53	12446/12446	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20May%202023%2006:08:37%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/blog/blog-2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/blog/blog-2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:53	20452/20452	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20May%202023%2006:08:55%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/blog/blog-3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/blog/blog-3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:54	25100/25100	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:22:00%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/cta-bg.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/cta-bg.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:54	1341/1341	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/cta-icon2.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/cta-icon2.png	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:54	5355/5355	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:22:00%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/footer-bg.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/footer-bg.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index.html)
16:48:55	47706/47706	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:19:38%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/hero-bg5.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/hero-bg5.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:55	19452/19452	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/about-big3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/about-big3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:56	115158/115158	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2011:16:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/hero-img.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/hero-img.png	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:57	14618/14618	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/about-sm3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/about-sm3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:57	1517/1517	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:06%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/about-icon1.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/about-icon1.png	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:57	2397/2397	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:06%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/about-icon2.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/about-icon2.png	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:58	6295/6295	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon13.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon13.png	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:58	5115/5115	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon14.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon14.png	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:58	5434/5434	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon15.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon15.png	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:59	4844/4844	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon16.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon16.png	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:59	38769/38769	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:21:04%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/counter-bg.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/counter-bg.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:59	32379/32379	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:16:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/solution-1.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/solution-1.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:48:59	13643/13643	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:16:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/solution-img2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/solution-img2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:49:00	18176/18176	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:16:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/solution-img3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/solution-img3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:49:00	23022/23022	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:19:40%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/testi-bg4.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/testi-bg4.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:49:00	7726/7726	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:22:00%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/cta-bg2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/cta-bg2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-2.html)
16:49:01	39829/39829	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:19:38%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/hero-bg6.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/hero-bg6.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:01	18322/18322	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shape/hero-shape1.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shape/hero-shape1.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:02	101349/101349	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2011:16:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/hero-img2.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/hero-img2.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:02	5693/5693	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2011:16:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/feat-4.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/feat-4.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:02	4930/4930	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2011:16:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/feat-5.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/feat-5.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:03	16562/16562	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/about-img3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/about-img3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:03	43167/43167	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shape/about-shape1.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shape/about-shape1.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:04	15484/15484	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:19:38%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/service-bg6.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/service-bg6.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:04	4425/4425	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon17.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon17.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:05	4391/4391	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon18.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon18.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:05	3636/3636	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon19.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon19.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
16:49:05	4145/4145	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon20.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-icon20.png	(from https://thepixelcurve.com/html/techwix/techwix/index-3.html)
